,y_act,y_pred_random_forest,y_pred_logistic,df_prec_ran,df_prec_loc
12653,1,0.551077673,0.727279584,1,1
12654,0,0.413073539,0.405380332,0,0
12655,1,0.52096559,0.4906314,1,0
12656,0,0.397098368,0.392698369,0,0
12657,1,0.488270761,0.490833886,0,0
12658,1,0.469821756,0.455159213,0,0
12659,1,0.544106062,0.42011451,1,0
12660,1,0.429271722,0.420827464,0,0
12661,1,0.453583561,0.448349148,0,0
12662,0,0.477612187,0.474675671,0,0
12663,1,0.506245692,0.500100079,1,1
12664,0,0.541690133,0.646861109,1,1
12665,1,0.450014436,0.406101784,0,0
12666,0,0.531927893,0.446226849,1,0
12667,0,0.437802447,0.406624533,0,0
12668,1,0.448340601,0.423096697,0,0
12669,1,0.595353024,0.471962165,1,0
12670,1,0.453888587,0.415894517,0,0
12671,0,0.508809956,0.412653554,1,0
12672,0,0.470729412,0.402258605,0,0
12673,0,0.416376097,0.533962543,0,1
12674,1,0.556276985,0.671861867,1,1
12675,0,0.548829021,0.616011473,1,1
12676,0,0.486064801,0.586074079,0,1
12677,0,0.44459761,0.391867901,0,0
12678,1,0.443225921,0.477202256,0,0
12679,1,0.51273163,0.515897659,1,1
12680,1,0.40622467,0.318520744,0,0
12681,1,0.393308447,0.330966909,0,0
12682,0,0.457279424,0.407784265,0,0
12683,0,0.45290758,0.527972711,0,1
12684,1,0.51839752,0.605117911,1,1
12685,0,0.43699425,0.417584543,0,0
12686,0,0.377740248,0.323490058,0,0
12687,1,0.561348769,0.521926863,1,1
12688,0,0.452508864,0.390447511,0,0
12689,0,0.423332975,0.489210616,0,0
12690,0,0.612748538,0.704183086,1,1
12691,1,0.400835113,0.404834754,0,0
12692,0,0.380468019,0.351824027,0,0
12693,0,0.416605444,0.346248083,0,0
12694,1,0.639668577,0.643530692,1,1
12695,0,0.469488297,0.487144486,0,0
12696,0,0.548687863,0.500381337,1,1
12697,1,0.691959094,0.641412601,1,1
12698,1,0.589474836,0.381136684,1,0
12699,0,0.51313,0.410238388,1,0
12700,1,0.391704421,0.306268071,0,0
12701,1,0.378928628,0.340889589,0,0
12702,0,0.388901998,0.297770998,0,0
12703,1,0.484236401,0.352613634,0,0
12704,1,0.650301386,0.738919664,1,1
12705,1,0.422733972,0.381839776,0,0
12706,1,0.524011745,0.524011767,1,1
12707,0,0.452901234,0.380776066,0,0
12708,1,0.50837281,0.461554826,1,0
12709,1,0.49650976,0.469023706,0,0
12710,0,0.542272291,0.560710889,1,1
12711,1,0.418481869,0.376612874,0,0
12712,0,0.524933317,0.621614713,1,1
12713,1,0.708720297,0.787508695,1,1
12714,0,0.489843248,0.474406789,0,0
12715,0,0.474450273,0.508707848,0,1
12716,1,0.524964389,0.355341102,1,0
12717,1,0.569586175,0.547702379,1,1
12718,1,0.40116377,0.413148343,0,0
12719,1,0.430209093,0.431770703,0,0
12720,0,0.501174276,0.52437302,1,1
12721,1,0.536772216,0.490032359,1,0
12722,1,0.481053163,0.430461656,0,0
12723,1,0.332986093,0.32915181,0,0
12724,0,0.380591271,0.37389845,0,0
12725,0,0.453628483,0.391949619,0,0
12726,0,0.450742967,0.419891739,0,0
12727,1,0.504823663,0.428243561,1,0
12728,0,0.518351457,0.453170364,1,0
12729,1,0.509625038,0.54217526,1,1
12730,1,0.569552513,0.592548675,1,1
12731,0,0.371029981,0.294198046,0,0
12732,1,0.385795521,0.338133637,0,0
12733,1,0.616283516,0.563942418,1,1
12734,1,0.452144612,0.506469036,0,1
12735,0,0.467636855,0.408796686,0,0
12736,1,0.494544951,0.417502222,0,0
12737,0,0.418851547,0.475170427,0,0
12738,1,0.413113282,0.423283623,0,0
12739,0,0.570812666,0.583663462,1,1
12740,0,0.556379662,0.439776233,1,0
12741,0,0.461905425,0.390001321,0,0
12742,1,0.634021839,0.779458986,1,1
12743,1,0.482662539,0.424950805,0,0
12744,0,0.342913399,0.341522354,0,0
12745,0,0.434060086,0.361695404,0,0
12746,0,0.418883585,0.38373931,0,0
12747,1,0.5923336,0.745290923,1,1
12748,0,0.469741794,0.298978014,0,0
12749,1,0.482946682,0.50845167,0,1
12750,0,0.309660132,0.319579801,0,0
12751,1,0.652230745,0.428907345,1,0
12752,0,0.478536339,0.406661473,0,0
12753,1,0.597032035,0.529164181,1,1
12754,0,0.365109999,0.331830914,0,0
12755,1,0.551824332,0.607147608,1,1
12756,0,0.542767472,0.440733618,1,0
12757,1,0.522255737,0.621967488,1,1
12758,0,0.426726077,0.605830834,0,1
12759,1,0.557328153,0.561921138,1,1
12760,0,0.479194821,0.461887323,0,0
12761,0,0.46963946,0.386688184,0,0
12762,0,0.488185846,0.455468781,0,0
12763,1,0.440273311,0.376367231,0,0
12764,0,0.523118223,0.557887054,1,1
12765,1,0.629077531,0.661029094,1,1
12766,0,0.43404651,0.36776448,0,0
12767,0,0.499601014,0.520349296,0,1
12768,1,0.540557947,0.426680539,1,0
12769,1,0.345773053,0.325152225,0,0
12770,1,0.347290162,0.301624304,0,0
12771,1,0.423462499,0.447667484,0,0
12772,0,0.527458796,0.581085135,1,1
12773,1,0.413353021,0.37860123,0,0
12774,0,0.510275417,0.547227665,1,1
12775,0,0.52713592,0.43677877,1,0
12776,0,0.360416684,0.346827249,0,0
12777,0,0.607459119,0.616111309,1,1
12778,0,0.383277588,0.378131459,0,0
12779,0,0.568201967,0.697739157,1,1
12780,0,0.410252499,0.34720441,0,0
12781,1,0.77011649,0.873234491,1,1
12782,0,0.415210316,0.296847315,0,0
12783,0,0.530496774,0.439095524,1,0
12784,1,0.401895976,0.370836449,0,0
12785,1,0.47508759,0.491849237,0,0
12786,1,0.672886934,0.66904906,1,1
12787,1,0.411858339,0.454463836,0,0
12788,1,0.737954297,0.963978469,1,1
12789,1,0.532092817,0.500217419,1,1
12790,1,0.52012992,0.54056757,1,1
12791,1,0.600372146,0.43008066,1,0
12792,0,0.436638882,0.406588852,0,0
12793,0,0.437487435,0.478619691,0,0
12794,1,0.632382432,0.526146277,1,1
12795,0,0.322998409,0.382577844,0,0
12796,1,0.625843103,0.633565035,1,1
12797,0,0.617383918,0.678230116,1,1
12798,1,0.494447197,0.483763785,0,0
12799,0,0.401584659,0.400388863,0,0
12800,0,0.4459122,0.443108333,0,0
12801,1,0.316258779,0.297705393,0,0
12802,0,0.562900498,0.671509241,1,1
12803,1,0.497663237,0.652329414,0,1
12804,1,0.693115231,0.661267638,1,1
12805,1,0.551171296,0.525398608,1,1
12806,1,0.594597895,0.576470647,1,1
12807,0,0.530588195,0.489576968,1,0
12808,0,0.439316432,0.362955232,0,0
12809,1,0.445247166,0.506582805,0,1
12810,1,0.504103486,0.467162604,1,0
12811,0,0.354411568,0.354077934,0,0
12812,0,0.312607626,0.239760019,0,0
12813,0,0.425534822,0.43877586,0,0
12814,0,0.412192195,0.428882429,0,0
12815,1,0.384100971,0.313438746,0,0
12816,0,0.603634765,0.684687767,1,1
12817,0,0.443229618,0.39361201,0,0
12818,0,0.428606896,0.42497942,0,0
12819,0,0.52581042,0.568553683,1,1
12820,0,0.363090739,0.330941042,0,0
12821,1,0.752771809,0.953716781,1,1
12822,1,0.59795991,0.85845345,1,1
12823,0,0.408536805,0.342837409,0,0
12824,0,0.478664203,0.600860997,0,1
12825,0,0.711643478,0.860539935,1,1
12826,1,0.614811918,0.69565777,1,1
12827,0,0.575307969,0.685853612,1,1
12828,0,0.356953056,0.422748133,0,0
12829,0,0.552712774,0.476164265,1,0
12830,1,0.477315754,0.512457113,0,1
12831,1,0.724576265,0.570573091,1,1
12832,0,0.424455852,0.328955792,0,0
12833,0,0.551489829,0.811302563,1,1
12834,1,0.539428491,0.62174301,1,1
12835,0,0.474685794,0.400423753,0,0
12836,1,0.525563405,0.445433793,1,0
12837,0,0.314891337,0.285072238,0,0
12838,1,0.602137232,0.560502537,1,1
12839,0,0.443644829,0.332233899,0,0
12840,0,0.343846377,0.358717178,0,0
12841,0,0.498696926,0.491956251,0,0
12842,1,0.472338383,0.493237979,0,0
12843,1,0.637844735,0.603215505,1,1
12844,0,0.369129558,0.328772406,0,0
12845,1,0.469409533,0.438807905,0,0
12846,1,0.608373171,0.635400269,1,1
12847,0,0.351439849,0.54908589,0,1
12848,0,0.390706657,0.318981899,0,0
12849,1,0.793278601,0.899994601,1,1
12850,1,0.345312418,0.331332965,0,0
12851,1,0.436362016,0.475716078,0,0
12852,0,0.349739608,0.440155351,0,0
12853,1,0.472471143,0.478751965,0,0
12854,0,0.205787894,0.262974915,0,0
12855,0,0.62539257,0.577383953,1,1
12856,0,0.381741809,0.467509201,0,0
12857,1,0.482733203,0.529511499,0,1
12858,1,0.591409529,0.675047943,1,1
12859,1,0.516631114,0.481402626,1,0
12860,0,0.459855826,0.469590114,0,0
12861,0,0.424140456,0.302458933,0,0
12862,1,0.627232582,0.502244151,1,1
12863,1,0.750098667,0.641454099,1,1
12864,1,0.569427524,0.596712932,1,1
12865,1,0.436137959,0.410245616,0,0
12866,1,0.454578287,0.44945904,0,0
12867,0,0.432758234,0.340153057,0,0
12868,0,0.345415672,0.349018601,0,0
12869,0,0.332424227,0.364804793,0,0
12870,0,0.447415092,0.338010942,0,0
12871,0,0.313759166,0.384671669,0,0
12872,1,0.480716117,0.434613556,0,0
12873,1,0.637015252,0.462635831,1,0
12874,1,0.857340209,0.775758382,1,1
12875,1,0.567437993,0.585188854,1,1
12876,0,0.383500151,0.30653426,0,0
12877,0,0.437245907,0.380997017,0,0
12878,1,0.5484034,0.54425904,1,1
12879,0,0.437769862,0.534845732,0,1
12880,0,0.3240853,0.396349234,0,0
12881,1,0.445975712,0.419866028,0,0
12882,0,0.312581897,0.435877264,0,0
12883,0,0.496024766,0.493042674,0,0
12884,1,0.477223436,0.512293354,0,1
12885,1,0.405610373,0.31728707,0,0
12886,1,0.63589851,0.606019899,1,1
12887,1,0.536524781,0.513309669,1,1
12888,0,0.529462929,0.515244931,1,1
12889,0,0.392745185,0.289334739,0,0
12890,0,0.471026633,0.363885222,0,0
12891,0,0.44087798,0.423704322,0,0
12892,0,0.496153119,0.401436096,0,0
12893,0,0.527058718,0.560551154,1,1
12894,0,0.403482285,0.436700476,0,0
12895,0,0.396853142,0.386165343,0,0
12896,0,0.575810083,0.65205971,1,1
12897,1,0.651782665,0.762558249,1,1
12898,0,0.316766221,0.327657864,0,0
12899,0,0.536192186,0.525028143,1,1
12900,1,0.541775323,0.522899169,1,1
12901,0,0.396296226,0.338106739,0,0
12902,0,0.488434064,0.450617328,0,0
12903,1,0.598676936,0.332524799,1,0
12904,0,0.277480404,0.422963617,0,0
12905,0,0.496024766,0.450466431,0,0
12906,0,0.563001647,0.514715331,1,1
12907,0,0.503949028,0.560991698,1,1
12908,1,0.805022203,0.890184217,1,1
12909,0,0.5494823,0.437709212,1,0
12910,0,0.459431635,0.501636863,0,1
12911,0,0.665516349,0.862942736,1,1
12912,0,0.431054194,0.38295807,0,0
12913,0,0.381589679,0.501305647,0,1
12914,0,0.502785534,0.53078132,1,1
12915,1,0.446669087,0.483010908,0,0
12916,1,0.532001091,0.584042444,1,1
12917,0,0.367066307,0.374678614,0,0
12918,1,0.555393006,0.535587788,1,1
12919,0,0.378625569,0.417208601,0,0
12920,1,0.399004101,0.445192387,0,0
12921,0,0.559848807,0.481279907,1,0
12922,0,0.471649812,0.444399115,0,0
12923,1,0.419388046,0.499976328,0,0
12924,0,0.525286901,0.474817548,1,0
12925,1,0.558956746,0.556597159,1,1
12926,1,0.54631285,0.631578998,1,1
12927,0,0.396361313,0.380756707,0,0
12928,0,0.527087517,0.524753517,1,1
12929,1,0.496265009,0.444580889,0,0
12930,0,0.37912176,0.413128884,0,0
12931,1,0.613964691,0.688624108,1,1
12932,1,0.640042322,0.551105252,1,1
12933,1,0.561888236,0.566964122,1,1
12934,0,0.526924565,0.545808247,1,1
12935,0,0.384192101,0.379048293,0,0
12936,1,0.617270141,0.592320305,1,1
12937,1,0.575403789,0.516810735,1,1
12938,0,0.506953452,0.455781889,1,0
12939,0,0.457527602,0.438130396,0,0
12940,1,0.468507362,0.584295127,0,1
12941,1,0.420759776,0.755860291,0,1
12942,0,0.330285341,0.281581173,0,0
12943,0,0.488880572,0.451441474,0,0
12944,1,0.398519319,0.380693629,0,0
12945,0,0.297624404,0.259807152,0,0
12946,1,0.667581286,0.704541487,1,1
12947,0,0.536416063,0.524859638,1,1
12948,1,0.524191269,0.511340847,1,1
12949,0,0.420852631,0.373415258,0,0
12950,0,0.375947162,0.396322783,0,0
12951,0,0.420652747,0.392523663,0,0
12952,1,0.538923892,0.550926638,1,1
12953,1,0.581428066,0.49940642,1,0
12954,0,0.559569577,0.5055531,1,1
12955,0,0.482585273,0.495426589,0,0
12956,0,0.413334394,0.351999486,0,0
12957,0,0.453120773,0.36816483,0,0
12958,1,0.49650976,0.48078781,0,0
12959,1,0.565205018,0.45485817,1,0
12960,0,0.561498336,0.512929826,1,1
12961,0,0.356052626,0.267347794,0,0
12962,0,0.48404239,0.507820093,0,1
12963,0,0.460406266,0.425355182,0,0
12964,1,0.533857458,0.748990993,1,1
12965,1,0.482776921,0.498336065,0,0
12966,1,0.849809779,0.766314334,1,1
12967,0,0.281806358,0.27818498,0,0
12968,1,0.523595938,0.479182257,1,0
12969,0,0.171429469,0.212107827,0,0
12970,0,0.588398321,0.612075084,1,1
12971,1,0.645769695,0.749860379,1,1
12972,0,0.426791884,0.389490369,0,0
12973,1,0.637759831,0.559828281,1,1
12974,1,0.539664386,0.550230273,1,1
12975,1,0.413907987,0.505201279,0,1
12976,0,0.530251191,0.665190109,1,1
12977,0,0.395158955,0.373621727,0,0
12978,0,0.524557501,0.386179569,1,0
12979,1,0.523307336,0.340019085,1,0
12980,1,0.514455554,0.635192491,1,1
12981,0,0.562998284,0.702042629,1,1
12982,1,0.65032854,0.549678612,1,1
12983,1,0.609104509,0.427040523,1,0
12984,1,0.61266975,0.516298747,1,1
12985,1,0.468465793,0.441984248,0,0
12986,1,0.468173464,0.480173495,0,0
12987,1,0.442354957,0.398190506,0,0
12988,0,0.495501529,0.597227321,0,1
12989,0,0.370706585,0.388501255,0,0
12990,1,0.431072952,0.437697774,0,0
12991,1,0.672400308,0.583083858,1,1
12992,1,0.466004621,0.493849596,0,0
12993,1,0.616304905,0.312913243,1,0
12994,0,0.442030149,0.412162916,0,0
12995,0,0.396996296,0.387370089,0,0
12996,0,0.420555196,0.410389354,0,0
12997,1,0.437359593,0.385926818,0,0
12998,0,0.324695877,0.335284084,0,0
12999,0,0.460750997,0.336607072,0,0
13000,1,0.473676559,0.38768272,0,0
13001,1,0.505178864,0.482768115,1,0
13002,0,0.535601305,0.573615869,1,1
13003,0,0.569367268,0.729665514,1,1
13004,1,0.327589298,0.284182186,0,0
13005,1,0.554388346,0.590122151,1,1
13006,1,0.56404762,0.565194491,1,1
13007,1,0.514965278,0.500609332,1,1
13008,0,0.480860255,0.509977189,0,1
13009,0,0.334646865,0.369086343,0,0
13010,1,0.702430106,0.935337413,1,1
13011,1,0.377389028,0.335830594,0,0
13012,0,0.561123567,0.510071092,1,1
13013,0,0.335245914,0.314915752,0,0
13014,1,0.502494697,0.434725829,1,0
13015,0,0.429355342,0.483284907,0,0
13016,0,0.470111619,0.460148293,0,0
13017,1,0.485427794,0.55632215,0,1
13018,0,0.53400978,0.820099879,1,1
13019,1,0.590317176,0.652532279,1,1
13020,1,0.592101215,0.602951719,1,1
13021,0,0.503878704,0.586016232,1,1
13022,0,0.517211476,0.521104441,1,1
13023,1,0.515025987,0.538649945,1,1
13024,0,0.560831043,0.491005961,1,0
13025,1,0.396156348,0.345602094,0,0
13026,1,0.437456358,0.457242557,0,0
13027,0,0.5868286,0.787557455,1,1
13028,1,0.639568894,0.728031366,1,1
13029,0,0.355005566,0.307017767,0,0
13030,1,0.475282814,0.391614959,0,0
13031,0,0.443658041,0.409939613,0,0
13032,1,0.511147544,0.561388839,1,1
13033,1,0.355005566,0.374011149,0,0
13034,0,0.45581728,0.380546537,0,0
13035,0,0.476613053,0.437022991,0,0
13036,0,0.554260902,0.572569451,1,1
13037,0,0.573137945,0.550958996,1,1
13038,0,0.368644774,0.458507295,0,0
13039,0,0.372921103,0.443331194,0,0
13040,0,0.484099081,0.516248813,0,1
13041,1,0.677552017,0.711742476,1,1
13042,0,0.319943761,0.301202293,0,0
13043,0,0.541183667,0.695469948,1,1
13044,0,0.352596282,0.323170517,0,0
13045,0,0.582542527,0.568804418,1,1
13046,0,0.412983561,0.373085843,0,0
13047,1,0.767415074,0.746070051,1,1
13048,1,0.647908407,0.856242763,1,1
13049,1,0.525999608,0.515384713,1,1
13050,1,0.406747673,0.467847132,0,0
13051,0,0.481393909,0.523277412,0,1
13052,1,0.822876563,0.965822578,1,1
13053,0,0.450175979,0.506568648,0,1
13054,0,0.462266722,0.554774361,0,1
13055,0,0.175858431,0.585541912,0,1
13056,0,0.546611558,0.483809561,1,0
13057,1,0.537496562,0.51349173,1,1
13058,1,0.579178426,0.747960674,1,1
13059,1,0.45373603,0.275888451,0,0
13060,0,0.377767368,0.672609228,0,1
13061,0,0.319648726,0.410745064,0,0
13062,1,0.645018466,0.684399415,1,1
13063,0,0.577594157,0.800763902,1,1
13064,1,0.519764387,0.518035169,1,1
13065,0,0.526776002,0.463881826,1,0
13066,0,0.476964546,0.433140985,0,0
13067,0,0.527496992,0.408188498,1,0
13068,0,0.367584703,0.383288547,0,0
13069,0,0.540937415,0.513143105,1,1
13070,0,0.365748317,0.414858157,0,0
13071,0,0.410430176,0.284128514,0,0
13072,0,0.405646436,0.361454553,0,0
13073,0,0.468831659,0.518525998,0,1
13074,0,0.496410618,0.540754457,0,1
13075,0,0.475390553,0.381711689,0,0
13076,0,0.460723349,0.437850331,0,0
13077,0,0.421159134,0.362545449,0,0
13078,1,0.51146685,0.535919117,1,1
13079,1,0.472039841,0.483400781,0,0
13080,1,0.503904421,0.457076957,1,0
13081,1,0.552968851,0.474990114,1,0
13082,1,0.357762799,0.303460014,0,0
13083,0,0.523783092,0.562801903,1,1
13084,0,0.648518888,0.532800258,1,1
13085,1,0.579532409,0.672496792,1,1
13086,1,0.5382151,0.551784389,1,1
13087,0,0.412742816,0.395757011,0,0
13088,1,0.476291196,0.422898676,0,0
13089,0,0.208111101,0.247489198,0,0
13090,0,0.322211094,0.28074577,0,0
13091,1,0.560102477,0.597929253,1,1
13092,0,0.372904571,0.369986149,0,0
13093,0,0.439108347,0.325890331,0,0
13094,1,0.406955742,0.439502062,0,0
13095,0,0.610220999,0.68950663,1,1
13096,1,0.570396502,0.519556915,1,1
13097,0,0.456615575,0.301983087,0,0
13098,0,0.343545005,0.410974236,0,0
13099,0,0.281530427,0.314993582,0,0
13100,0,0.46738628,0.411811284,0,0
13101,0,0.30955382,0.362653772,0,0
13102,1,0.514493679,0.552930818,1,1
13103,0,0.3270709,0.297938335,0,0
13104,1,0.598010454,0.639276859,1,1
13105,0,0.56302355,0.529709422,1,1
13106,0,0.562398475,0.596323521,1,1
13107,0,0.534989487,0.536200503,1,1
13108,0,0.435519951,0.430461322,0,0
13109,0,0.425211854,0.390950808,0,0
13110,0,0.3492118,0.355631625,0,0
13111,1,0.619150023,0.506989193,1,1
13112,1,0.315679314,0.400972583,0,0
13113,1,0.507636263,0.444118849,1,0
13114,0,0.446575506,0.344236246,0,0
13115,1,0.703880102,0.751302367,1,1
13116,0,0.491216457,0.491633492,0,0
13117,0,0.497803024,0.468218563,0,0
13118,1,0.586350407,0.563465523,1,1
13119,1,0.623522936,0.570349392,1,1
13120,0,0.408755158,0.359838057,0,0
13121,1,0.63423652,0.730783697,1,1
13122,0,0.45785475,0.510185871,0,1
13123,1,0.44007404,0.428712071,0,0
13124,1,0.613838681,0.674239368,1,1
13125,1,0.466507206,0.480883423,0,0
13126,1,0.628197029,0.639654979,1,1
13127,0,0.360995435,0.493805769,0,0
13128,1,0.432064591,0.442423678,0,0
13129,0,0.409850234,0.453234964,0,0
13130,1,0.480668643,0.389743367,0,0
13131,0,0.378460174,0.317490367,0,0
13132,0,0.371742859,0.398594811,0,0
13133,0,0.543639948,0.682859918,1,1
13134,1,0.632750354,0.804977851,1,1
13135,1,0.529137662,0.559975437,1,1
13136,1,0.494677769,0.613677468,0,1
13137,0,0.503180321,0.592733394,1,1
13138,0,0.509011084,0.513345218,1,1
13139,0,0.355311902,0.314677145,0,0
13140,1,0.395767341,0.303860668,0,0
13141,1,0.682436484,0.779859098,1,1
13142,0,0.572128257,0.70048138,1,1
13143,1,0.629348721,0.662476247,1,1
13144,0,0.307996731,0.387793033,0,0
13145,0,0.340708443,0.304989202,0,0
13146,1,0.645914285,0.779093329,1,1
13147,1,0.504446913,0.436220175,1,0
13148,0,0.561510405,0.464958681,1,0
13149,1,0.733979488,0.74720102,1,1
13150,0,0.437795887,0.381189258,0,0
13151,0,0.45898978,0.378523238,0,0
13152,0,0.592856914,0.690491461,1,1
13153,0,0.496915212,0.571825084,0,1
13154,0,0.464042557,0.41874663,0,0
13155,0,0.574262177,0.595160531,1,1
13156,1,0.590849536,0.512579776,1,1
13157,1,0.499866597,0.395752339,0,0
13158,0,0.617559434,0.394187768,1,0
13159,1,0.440165536,0.439272554,0,0
13160,0,0.463846167,0.499550426,0,0
13161,0,0.638013554,0.708906793,1,1
13162,0,0.474917926,0.409163671,0,0
13163,0,0.50186037,0.497878498,1,0
13164,1,0.516495009,0.656425624,1,1
13165,0,0.431901872,0.472060695,0,0
13166,1,0.559923988,0.518338161,1,1
13167,0,0.425448952,0.272762425,0,0
13168,1,0.546046621,0.474824887,1,0
13169,0,0.477223436,0.404049094,0,0
13170,1,0.727475823,0.904459811,1,1
13171,0,0.420489092,0.38234347,0,0
13172,1,0.483781708,0.478657818,0,0
13173,0,0.471712646,0.464504046,0,0
13174,0,0.311447707,0.468077424,0,0
13175,0,0.463781228,0.49938994,0,0
13176,1,0.585016572,0.523442692,1,1
13177,1,0.574487283,0.483431753,1,0
13178,0,0.476744077,0.43493151,0,0
13179,0,0.355586822,0.329412089,0,0
13180,0,0.476969261,0.443602446,0,0
13181,0,0.425401276,0.399366892,0,0
13182,0,0.386790204,0.420452123,0,0
13183,1,0.405875203,0.555786399,0,1
13184,1,0.490471146,0.399282524,0,0
13185,1,0.671525711,0.6298901,1,1
13186,0,0.429809327,0.468967627,0,0
13187,1,0.565869932,0.674563662,1,1
13188,0,0.320382276,0.269518794,0,0
13189,1,0.462051776,0.400636494,0,0
13190,1,0.625277039,0.721414925,1,1
13191,1,0.726206564,0.688832374,1,1
13192,0,0.603297138,0.601282565,1,1
13193,1,0.583252403,0.500646735,1,1
13194,0,0.410580335,0.490532893,0,0
13195,1,0.410270604,0.384201336,0,0
13196,1,0.49078738,0.42011286,0,0
13197,1,0.505040805,0.341494941,1,0
13198,1,0.561114626,0.504614388,1,1
13199,0,0.319692141,0.411662309,0,0
13200,0,0.478675453,0.592834344,0,1
13201,0,0.505365786,0.499225076,1,0
13202,1,0.398210725,0.346372378,0,0
13203,0,0.551390512,0.496047244,1,0
13204,0,0.427943633,0.418278123,0,0
13205,0,0.472074376,0.422581702,0,0
13206,0,0.402717693,0.370223122,0,0
13207,1,0.544929832,0.525106574,1,1
13208,1,0.556478423,0.60438604,1,1
13209,1,0.515527529,0.461754836,1,0
13210,0,0.567097414,0.513261978,1,1
13211,1,0.50436834,0.448520595,1,0
13212,0,0.506288268,0.355259058,1,0
13213,1,0.705722083,0.834001286,1,1
13214,0,0.595786064,0.854484652,1,1
13215,1,0.617406546,0.520074539,1,1
13216,1,0.462695115,0.434180542,0,0
13217,0,0.506859874,0.766945772,1,1
13218,0,0.360029296,0.297381154,0,0
13219,1,0.433120669,0.488025357,0,0
13220,1,0.423321344,0.421941148,0,0
13221,1,0.597706625,0.708413682,1,1
13222,0,0.459848868,0.469144201,0,0
13223,1,0.706734331,0.861356209,1,1
13224,0,0.483281365,0.405863682,0,0
13225,0,0.375024291,0.347601656,0,0
13226,1,0.424112954,0.377879315,0,0
13227,0,0.690609493,0.59524854,1,1
13228,1,0.506324522,0.470935573,1,0
13229,1,0.709232127,0.810808275,1,1
13230,0,0.53731981,0.459200737,1,0
13231,1,0.522440607,0.474959518,1,0
13232,1,0.575819881,0.718634154,1,1
13233,0,0.588937853,0.565284857,1,1
13234,1,0.676848028,0.673800818,1,1
13235,1,0.494821625,0.522384059,0,1
13236,1,0.611369162,0.511429963,1,1
13237,0,0.504229971,0.547224801,1,1
13238,0,0.487931578,0.463089661,0,0
13239,1,0.475272415,0.517001192,0,1
13240,0,0.431324836,0.504465526,0,1
13241,0,0.340964668,0.28703096,0,0
13242,1,0.481888955,0.386125568,0,0
13243,0,0.488988789,0.46722576,0,0
13244,1,0.493326891,0.407679296,0,0
13245,1,0.50009073,0.439749925,1,0
13246,1,0.42365044,0.409835881,0,0
13247,0,0.3402215,0.250611648,0,0
13248,1,0.530974579,0.643346137,1,1
13249,1,0.481934354,0.414398603,0,0
13250,1,0.464615304,0.474789478,0,0
13251,0,0.349051577,0.378417106,0,0
13252,1,0.74572135,0.687168785,1,1
13253,1,0.532646161,0.497518737,1,0
13254,0,0.415877534,0.403033963,0,0
13255,1,0.504406755,0.372504659,1,0
13256,0,0.270629951,0.304683737,0,0
13257,0,0.324071476,0.358231015,0,0
13258,0,0.582482675,0.851618433,1,1
13259,0,0.520963943,0.439717593,1,0
13260,1,0.670447536,0.554543117,1,1
13261,1,0.506163564,0.484846376,1,0
13262,0,0.394473049,0.29642725,0,0
13263,0,0.566884676,0.780891434,1,1
13264,1,0.531646156,0.454688926,1,0
13265,1,0.65663711,0.671565485,1,1
13266,0,0.470029981,0.361530897,0,0
13267,1,0.641900334,0.524918906,1,1
13268,1,0.609300522,0.489255834,1,0
13269,1,0.657462678,0.590755286,1,1
13270,0,0.415503347,0.369107888,0,0
13271,1,0.469599037,0.430820142,0,0
13272,0,0.4917357,0.679811261,0,1
13273,0,0.447482687,0.48830267,0,0
13274,0,0.477143136,0.525198728,0,1
13275,1,0.604001906,0.697227425,1,1
13276,0,0.54247856,0.768085845,1,1
13277,1,0.429854995,0.350224821,0,0
13278,0,0.259212143,0.321713853,0,0
13279,1,0.459624374,0.388964531,0,0
13280,0,0.418522665,0.348575532,0,0
13281,0,0.608672621,0.652742289,1,1
13282,0,0.556236359,0.720989072,1,1
13283,0,0.516924337,0.505764534,1,1
13284,1,0.640620968,0.669510298,1,1
13285,0,0.411823151,0.358346746,0,0
13286,1,0.448422668,0.33452005,0,0
13287,0,0.618224043,0.969878319,1,1
13288,0,0.445775462,0.496310777,0,0
13289,1,0.607037863,0.601491076,1,1
13290,1,0.458783679,0.413636612,0,0
13291,1,0.438089321,0.390721972,0,0
13292,0,0.352763369,0.311053373,0,0
13293,0,0.587606429,0.570374124,1,1
13294,1,0.522982973,0.506118927,1,1
13295,1,0.580743349,0.836800421,1,1
13296,1,0.60906724,0.656894685,1,1
13297,0,0.414236563,0.489698849,0,0
13298,0,0.44706219,0.375267227,0,0
13299,0,0.397443703,0.312360917,0,0
13300,1,0.400960841,0.376272148,0,0
13301,0,0.392199296,0.349163275,0,0
13302,1,0.482752382,0.380873859,0,0
13303,1,0.574870252,0.76104769,1,1
13304,0,0.553312354,0.680900358,1,1
13305,0,0.454953876,0.366371884,0,0
13306,0,0.373099281,0.325676173,0,0
13307,1,0.751444361,0.93407877,1,1
13308,0,0.482492137,0.424959338,0,0
13309,1,0.456985727,0.481074186,0,0
13310,0,0.449971368,0.449240432,0,0
13311,0,0.498510048,0.434028543,0,0
13312,0,0.457987276,0.449722094,0,0
13313,1,0.429750077,0.301783844,0,0
13314,0,0.433178429,0.428610296,0,0
13315,1,0.7130338,0.922018459,1,1
13316,1,0.751528297,0.897306327,1,1
